playerid,Player,K,HB,D,M,G,B,T,HO,GA,I50,CL,CG,R50,FF,FA,AF,SC,fixture_id
1,Tim Taranto,18,14,32,3,0,2,8,0,0,4,5,8,3,1,1,123,103,1
2,Daniel Rioli,17,10,27,7,0,0,4,0,1,5,0,2,5,0,0,108,126,1
3,Dustin Martin,15,8,23,6,1,0,0,0,1,8,1,5,1,0,3,76,84,1
4,Dion Prestia,10,13,23,4,0,1,1,0,0,2,5,3,1,1,1,71,72,1
5,Jack Graham,11,9,20,1,0,2,9,0,0,5,2,6,0,3,2,89,87,1
6,Trent Cotchin,9,9,18,3,0,0,3,0,0,3,4,5,3,0,3,57,69,1
7,Jacob Hopper,12,6,18,3,0,0,3,0,1,6,1,3,1,2,0,71,67,1
8,Shai Bolton,15,3,18,6,1,1,4,0,1,7,3,5,0,2,2,88,76,1
9,Kamdyn Mcintosh,11,6,17,5,0,0,3,0,1,3,1,2,2,0,1,69,73,1
10,Jayden Short,15,2,17,6,0,0,3,0,1,4,1,0,4,0,0,79,79,1
11,Liam Baker,10,5,15,5,0,0,1,0,0,1,0,2,2,2,2,55,63,1
12,Toby Nankervis,8,6,14,1,0,0,11,37,0,1,5,5,1,2,2,116,112,1
13,Nathan Broad,11,2,13,7,0,0,3,0,0,2,1,2,2,0,0,70,66,1
14,Jack Riewoldt,9,3,12,6,1,0,5,1,0,4,1,3,0,1,1,76,89,1
15,Dylan Grimes,8,4,12,5,0,0,2,0,0,0,0,0,1,0,0,55,77,1
16,Nick Vlastuin,9,2,11,4,0,1,2,0,0,2,0,0,2,1,0,53,57,1
17,Maurice Rioli,7,4,11,2,2,0,3,0,0,2,1,3,0,1,1,57,59,1
18,Tom Lynch,9,1,10,6,3,3,0,1,0,1,2,3,0,0,2,63,93,1
19,Marlion Pickett↗,4,6,10,2,0,0,2,0,0,2,0,4,1,1,3,30,43,1
20,Ben Miller,5,4,9,4,0,0,1,5,0,1,3,1,1,1,0,45,71,1
21,Noah Balta,6,2,8,3,0,0,1,0,0,1,0,2,4,0,0,35,37,1
22,Rhyan Mansell,5,2,7,4,0,0,1,0,0,2,0,2,0,0,1,32,29,1
23,Jack Ross↙,4,0,4,2,0,0,0,0,0,0,0,1,1,1,0,19,17,1
24,George Hewett,10,18,28,5,0,0,4,0,0,2,8,3,3,2,0,99,89,1
25,Sam Docherty,23,2,25,8,1,0,2,0,0,2,1,3,6,2,1,110,108,1
26,Patrick Cripps,9,16,25,2,0,1,6,0,0,2,7,3,2,0,2,84,121,1
27,Matthew Kennedy,13,9,22,5,0,1,5,0,0,5,4,1,3,1,1,91,96,1
28,Mitch McGovern,17,4,21,7,0,0,4,0,0,3,1,4,8,0,1,93,106,1
29,Adam Cerra,14,7,21,6,0,0,3,0,1,3,2,3,1,3,0,89,100,1
30,Jacob Weitering,17,3,20,11,0,0,1,0,0,1,0,2,10,1,0,95,120,1
31,Lewis Young,14,6,20,8,0,0,1,0,0,1,1,3,3,1,1,80,79,1
32,Adam Saad,13,5,18,3,0,0,2,0,0,1,0,2,7,2,2,62,115,1
33,Blake Acres,10,6,16,5,0,0,2,0,0,2,0,5,2,2,2,61,62,1
34,Edward Curnow,12,2,14,6,0,0,4,0,2,4,1,3,1,0,0,74,62,1
35,Nic Newman,9,5,14,5,0,0,2,0,0,0,0,0,5,1,0,61,76,1
36,Harry McKay,11,2,13,10,1,2,1,0,1,6,0,4,0,0,1,76,60,1
37,Tom De Koning,7,6,13,2,0,1,3,24,0,1,3,3,1,3,1,76,88,1
38,Oliver Hollands,5,6,11,2,0,1,3,0,0,0,2,2,3,1,1,44,56,1
39,Charlie Curnow,8,2,10,1,3,0,1,0,0,4,0,4,0,0,1,50,62,1
40,Matt Owies,5,5,10,1,1,1,2,0,0,1,0,4,0,1,2,38,33,1
41,Jesse Motlop,5,5,10,4,0,0,2,0,0,2,0,3,0,1,1,43,29,1
42,Zac Fisher,5,2,7,1,1,0,0,0,0,0,1,0,0,0,0,28,31,1
43,Lachlan Cowan↗,6,1,7,2,0,0,2,0,0,1,0,2,1,1,0,35,38,1
44,Jack Martin,3,3,6,1,0,1,3,0,0,2,0,0,0,1,0,32,40,1
45,Jack Silvagni,2,3,5,2,1,0,2,2,0,1,1,3,0,1,2,29,45,1
46,Lochie O'Brien↙,3,1,4,0,0,0,0,0,0,1,0,0,1,1,0,12,30,1
47,Patrick Dangerfield,9,13,22,3,1,0,1,0,0,2,6,10,0,0,2,66,61,2
48,Isaac Smith,19,2,21,6,1,0,2,0,1,8,1,2,6,1,1,91,105,2
49,Tom Atkins,9,12,21,0,1,0,4,0,0,2,5,2,2,3,2,70,98,2
50,Gryan Miers,7,12,19,5,0,2,0,0,3,1,1,6,0,2,3,55,56,2
51,Zach Tuohy,13,5,18,4,2,0,0,0,0,0,0,5,9,0,1,70,71,2
52,Tyson Stengle,10,7,17,3,2,0,1,0,1,3,1,2,0,0,1,66,70,2
53,Tanner Bruhn,9,8,17,2,0,0,4,0,1,2,3,3,1,0,0,65,58,2
54,Max Holmes,10,7,17,1,1,0,4,0,0,3,2,2,1,1,0,70,76,2
55,Rhys Stanley,10,6,16,1,0,0,2,29,0,3,2,7,4,2,3,75,70,2
56,Jeremy Cameron,16,0,16,8,2,1,0,0,1,7,2,1,0,0,0,85,80,2
57,Cameron Guthrie,10,5,15,1,0,0,4,0,0,2,3,3,2,1,2,54,64,2
58,Mark O'Connor,8,7,15,3,0,0,4,0,0,0,0,0,4,2,0,65,89,2
59,Oliver Henry,8,7,15,6,2,0,2,0,0,0,2,2,1,4,1,77,82,2
60,Mark Blicavs,5,8,13,2,0,0,5,5,0,3,5,3,0,2,2,58,69,2
61,Zach Guthrie,8,4,12,7,0,0,2,0,0,2,0,0,3,0,0,61,61,2
62,Tom Hawkins,6,5,11,4,2,2,0,4,2,1,0,2,0,1,0,59,75,2
63,Jed Bews,6,5,11,2,0,0,1,0,0,1,0,0,2,0,0,38,47,2
64,Bradley Close,5,5,10,2,0,2,4,0,0,2,2,1,0,1,0,50,46,2
65,Gary Rohan,5,3,8,5,2,0,1,0,0,3,0,3,0,0,2,46,51,2
66,Sam De Koning,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,16,37,2
67,Esava Ratugolea,4,2,6,4,0,0,0,0,0,0,0,4,5,0,3,19,55,2
68,Brandan Parfitt↙,0,5,5,0,0,0,2,0,0,1,2,2,0,0,1,15,17,2
69,Thomas Stewart↗,3,0,3,0,0,0,1,0,0,0,0,0,3,1,0,14,18,2
70,Nick Daicos,21,14,35,7,0,0,0,0,1,5,3,2,3,2,0,114,129,2
71,John Noble,23,6,29,7,0,0,1,0,2,5,0,4,6,2,1,105,105,2
72,Scott Pendlebury,13,14,27,4,1,0,8,0,1,2,4,1,0,1,0,118,129,2
73,Josh Daicos,16,11,27,3,0,0,3,0,0,6,5,0,5,0,0,91,121,2
74,Jordan De Goey,12,13,25,8,3,0,2,0,3,6,5,3,0,1,0,113,130,2
75,Jack Crisp,11,11,22,4,0,1,4,0,1,4,3,3,1,0,1,81,90,2
76,Tom Mitchell,9,12,21,3,2,0,4,0,0,2,10,2,0,2,2,84,109,2
77,Beau McCreery,13,7,20,5,2,0,1,0,2,5,1,1,0,0,1,81,108,2
78,Steele Sidebottom,8,11,19,5,0,0,4,0,1,3,2,4,0,0,2,71,84,2
79,Brayden Maynard,13,6,19,7,0,0,2,0,1,2,0,4,1,1,2,75,82,2
80,Will H-Elliott,12,6,18,5,0,0,2,0,0,2,3,6,2,1,0,72,55,2
81,Taylor Adams,8,8,16,3,1,1,3,0,3,4,3,5,0,0,2,62,68,2
82,Jamie Elliott,8,5,13,6,0,2,1,0,0,2,0,2,1,0,0,58,35,2
83,Darcy Moore,12,1,13,5,0,0,1,0,0,2,0,4,5,2,0,59,92,2
84,Darcy Cameron,8,3,11,4,0,1,2,29,0,0,3,4,0,4,3,75,103,2
85,Bobby Hill,8,2,10,7,3,0,3,0,1,5,1,1,0,2,0,81,77,2
86,Brody Mihocek,6,3,9,5,2,1,2,0,0,2,0,3,0,2,1,59,45,2
87,Jeremy Howe↗,6,2,8,3,0,0,0,0,0,1,0,0,2,0,0,31,38,2
88,Isaac Quaynor,4,4,8,2,0,0,4,0,0,0,0,3,1,1,2,37,37,2
89,Daniel McStay,4,2,6,3,1,1,2,0,0,0,0,0,0,1,0,41,41,2
90,Mason Cox,6,0,6,5,2,0,1,16,1,4,1,2,0,0,2,59,69,2
91,Nathan Murphy,5,1,6,3,0,0,0,0,0,0,0,2,2,1,2,21,37,2
92,Reef McInnes↙,3,1,4,1,2,1,2,0,1,0,0,0,0,1,0,36,61,2
93,Harry Sheezel,22,12,34,9,0,0,0,0,1,4,1,5,8,1,0,118,114,3
94,Luke D-Uniacke,12,20,32,1,1,1,5,0,1,7,10,1,0,2,0,108,143,3
95,Jack Ziebell,22,4,26,9,0,0,2,0,0,4,0,0,6,0,0,109,102,3
96,Jy Simpkin,13,12,25,3,0,0,5,0,0,3,7,6,2,3,3,86,88,3
97,Tom Powell,8,16,24,3,0,1,4,0,0,4,4,6,0,0,3,73,72,3
98,Luke McDonald,15,7,22,5,0,0,6,0,0,1,0,5,5,2,4,88,110,3
99,Liam Shiels,9,10,19,3,0,1,4,0,0,2,1,4,1,1,2,68,56,3
100,Bailey Scott,10,7,17,5,0,1,4,0,1,3,1,2,1,0,0,76,69,3
101,Curtis Taylor,12,5,17,6,0,1,3,0,0,2,1,3,1,0,0,77,59,3
102,Will Phillips↙,5,12,17,0,0,1,2,0,1,3,4,1,0,1,1,46,65,3
103,Ben Cunnington,8,8,16,3,0,1,3,0,0,3,1,4,0,2,1,61,58,3
104,Hugh Greenwood,8,7,15,1,0,0,5,11,1,1,4,1,1,2,0,74,87,3
105,Aiden Bonar,5,10,15,5,0,0,2,0,0,0,0,1,0,0,0,58,82,3
106,Josh Goater,8,7,15,3,0,1,0,0,0,1,0,1,2,1,1,46,57,3
107,Cameron Zurhaar,8,6,14,1,2,0,1,0,2,4,1,1,0,1,0,56,93,3
108,Charlie Comben,7,6,13,3,1,1,6,12,2,1,3,3,0,1,2,80,83,3
109,Miller Bergman,9,4,13,3,0,0,0,0,0,3,0,1,2,2,0,46,52,3
110,Griffin Logue,6,4,10,4,0,0,0,0,0,0,0,3,2,1,2,33,64,3
111,Nick Larkey,7,2,9,3,6,0,1,0,0,0,0,0,0,2,0,76,89,3
112,Kayne Turner,4,4,8,1,0,0,9,0,0,1,1,1,0,1,0,60,62,3
113,Jaidyn Stephenson,4,4,8,2,0,1,5,0,0,1,0,3,2,0,0,47,27,3
114,Paul Curtis,6,2,8,3,2,1,1,0,0,1,1,2,1,1,1,46,50,3
115,Tristan Xerri↗,0,5,5,1,0,0,1,9,0,0,1,0,0,0,0,26,35,3
116,Luke Shuey,18,9,27,4,1,1,8,0,1,7,4,4,2,1,2,118,112,3
117,Shannon Hurn,19,6,25,4,0,0,2,0,0,2,0,3,7,1,3,81,110,3
118,Dominic Sheed,12,13,25,3,0,0,3,0,1,2,4,4,1,2,2,79,89,3
119,Andrew Gaff,11,12,23,5,0,1,4,0,0,3,3,0,2,0,0,89,101,3
120,Jeremy McGovern,15,7,22,10,0,0,1,0,0,1,0,3,5,0,0,93,108,3
121,Tim Kelly,13,9,22,4,1,0,3,0,1,4,4,7,1,1,3,79,72,3
122,Tom Cole,8,12,20,8,0,0,1,0,0,1,0,2,5,0,2,70,78,3
123,Tom Barrass,15,3,18,10,0,0,1,0,0,0,0,1,5,0,0,85,103,3
124,Liam Duggan,10,8,18,4,0,0,4,0,1,1,0,4,6,0,0,74,68,3
125,Alex Witherden,9,9,18,5,0,0,3,0,0,1,0,2,1,2,1,71,58,3
126,Reuben Ginbey,4,11,15,4,0,1,12,0,0,3,3,2,0,0,1,92,85,3
127,Jack Darling,9,5,14,6,1,3,1,2,1,1,0,1,0,1,0,71,65,3
128,Jamaine Jones,7,7,14,4,2,0,2,0,0,1,0,3,0,0,0,67,58,3
129,Liam Ryan,11,2,13,7,3,0,5,0,0,3,1,3,0,2,1,95,91,3
130,Jamie Cripps,5,7,12,6,1,2,3,0,2,0,0,1,0,0,0,67,55,3
131,Jayden Hunt,6,6,12,2,0,0,2,0,0,4,2,2,0,0,0,44,56,3
132,Noah Long,6,4,10,1,1,0,3,0,0,2,1,4,0,0,3,38,63,3
133,Oscar Allen,7,2,9,4,2,2,1,0,1,2,0,0,0,3,0,58,64,3
134,Xavier O'Neill,4,4,8,1,0,0,5,0,0,3,1,3,0,2,2,39,41,3
135,Bailey J. Williams,3,5,8,0,0,0,5,37,0,4,3,3,0,3,3,70,79,3
136,Campbell Chesser,4,1,5,3,0,0,2,0,0,0,0,1,0,1,0,32,20,3
137,Callum Jamieson↗,2,1,3,2,0,0,0,10,0,0,0,1,0,0,0,24,7,3
138,Jack Petruccelle↙,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,4,4,3
139,Oliver Wines,12,17,29,9,1,1,0,1,0,6,6,8,1,0,4,93,73,4
140,Darcy B-Jones,12,15,27,5,0,0,1,0,2,3,1,3,2,0,2,79,102,4
141,Jason H-Francis,17,8,25,2,1,1,3,0,3,10,7,2,0,1,1,90,136,4
142,Ryan Burton,21,3,24,7,0,0,1,0,1,4,0,3,5,1,0,95,102,4
143,Zak Butters,13,11,24,8,0,0,1,0,1,6,4,0,2,0,0,89,101,4
144,Connor Rozee,12,11,23,4,1,0,6,0,0,6,1,2,0,1,2,95,97,4
145,Miles Bergman,18,5,23,6,0,2,2,0,1,4,4,4,0,0,1,89,89,4
146,Xavier Duursma,9,13,22,3,0,0,0,0,0,1,5,3,2,0,0,62,76,4
147,Sam P-Pepper,13,8,21,4,1,2,5,0,1,2,3,2,0,3,1,95,97,4
148,Kane Farrell,15,6,21,4,0,0,1,0,0,3,1,0,3,0,0,73,100,4
149,Willem Drew,4,16,20,2,0,0,4,1,0,2,3,1,1,0,1,64,80,4
150,Dan Houston,10,9,19,4,0,0,1,0,0,4,4,3,2,0,2,58,86,4
151,Willie Rioli,9,7,16,2,3,0,4,0,1,2,3,1,0,1,1,79,126,4
152,Aliir Aliir,9,6,15,7,0,0,1,0,1,2,0,3,4,1,1,62,110,4
153,Charlie Dixon,11,3,14,10,3,3,0,8,0,3,1,9,0,0,4,86,80,4
154,Scott Lycett,1,12,13,0,0,0,3,26,1,0,2,3,1,1,2,60,87,4
155,Mitch Georgiades,8,5,13,5,1,3,2,0,0,1,0,2,0,1,1,64,75,4
156,Thomas Jonas,8,4,12,7,0,0,1,0,0,0,0,2,3,1,0,58,55,4
157,Lachlan Jones,7,5,12,4,3,0,2,3,0,1,2,1,1,0,0,72,76,4
158,Todd Marshall,8,3,11,8,4,1,3,0,1,1,0,1,0,0,1,88,123,4
159,Trent McKenzie,7,3,10,6,0,0,1,0,0,1,0,1,2,0,1,46,64,4
160,Orazio Fantasia↗,5,4,9,3,0,3,2,0,0,3,0,1,0,1,0,44,33,4
161,Francis Evans↙,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,8,6,4
162,Daniel Rich,23,3,26,4,1,0,0,0,0,2,2,5,18,2,2,89,112,4
163,Lachie Neale,8,12,20,0,0,0,6,0,1,5,5,4,1,3,1,72,95,4
164,Conor McKenna,12,8,20,0,1,0,1,0,0,3,0,1,4,0,0,62,93,4
165,Josh Dunkley,3,16,19,0,0,0,9,0,0,1,7,2,1,3,1,77,108,4
166,Zac Bailey,11,5,16,4,2,0,2,0,0,2,2,1,1,3,0,78,95,4
167,Jarrod Berry,8,7,15,5,0,0,0,0,0,5,0,3,1,1,1,51,43,4
168,Keidean Coleman,11,4,15,2,0,0,2,0,1,4,1,1,3,2,0,57,69,4
169,Cameron Rayner,9,5,14,4,0,0,3,0,0,0,0,1,4,2,0,63,85,4
170,Hugh McCluggage,7,6,13,3,0,0,4,0,1,3,3,3,1,0,1,55,68,4
171,Will Ashcroft,10,3,13,0,1,0,4,0,0,1,4,3,0,1,0,59,55,4
172,Harris Andrews,5,6,11,6,0,0,0,0,0,0,0,0,2,2,0,47,79,4
173,Oscar McInerney,5,6,11,2,1,0,2,33,0,2,4,3,0,0,0,80,67,4
174,Darcy Wilmot,10,1,11,4,0,1,1,0,0,1,1,1,3,0,0,49,51,4
175,Joe Daniher,7,3,10,3,1,0,0,5,0,2,1,3,0,1,1,45,49,4
176,Jack Gunston,7,2,9,4,2,0,0,0,0,2,0,5,0,0,0,49,33,4
177,Lincoln McCarthy,4,4,8,2,1,0,4,0,1,1,3,0,1,2,0,50,53,4
178,James Tunstill↗,2,5,7,1,0,0,0,0,0,2,1,0,0,0,0,19,37,4
179,Charlie Cameron,5,1,6,2,0,2,3,0,0,1,3,2,1,1,2,32,23,4
180,Deven Robertson,3,3,6,0,0,0,4,0,0,1,1,3,1,0,0,31,23,4
181,Eric Hipwood,3,1,4,2,1,0,0,3,0,2,0,2,0,1,0,27,25,4
182,Brandon Starcevich,3,1,4,1,0,0,1,0,0,0,0,2,3,0,1,15,24,4
183,Jack Payne,4,0,4,2,0,0,0,0,0,0,0,2,2,1,1,16,32,4
184,Jaxon Prior↙,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,6,6,4
185,Clayton Oliver,15,18,33,6,0,0,7,0,0,3,8,5,1,0,1,124,113,5
186,Christian Petracca,18,12,30,3,0,2,5,0,1,6,8,6,1,3,1,109,97,5
187,Trent Rivers,15,9,24,9,0,0,1,0,2,4,0,1,4,0,0,94,85,5
188,Angus Brayshaw,14,8,22,10,0,0,3,0,0,2,0,3,4,1,1,98,89,5
189,Max Gawn,14,7,21,6,2,0,1,21,0,5,5,5,3,2,0,113,140,5
190,Jake Lever,17,4,21,9,0,0,0,0,0,2,0,2,3,1,0,87,105,5
191,Adam Tomlinson,15,4,19,7,0,0,2,0,0,1,0,0,8,0,0,82,101,5
192,Kysaiah Pickett,15,4,19,7,4,1,8,0,2,1,3,5,1,1,4,120,144,5
193,Brodie Grundy,7,10,17,1,1,1,3,12,0,6,0,3,1,4,0,79,69,5
194,Alex N-Bullen,11,6,17,6,1,0,2,0,0,2,0,2,2,2,0,79,57,5
195,Jake Bowey,10,7,17,3,0,0,2,0,0,3,1,0,3,1,0,62,84,5
196,Kade Chandler,11,5,16,8,1,2,7,0,2,4,1,1,0,1,0,104,93,5
197,Ben Brown,12,3,15,7,4,1,1,1,1,2,0,2,1,1,0,94,111,5
198,James Harmes,6,9,15,3,0,0,4,0,0,3,1,0,0,0,0,61,65,5
199,Charlie Spargo,12,3,15,5,2,0,1,0,3,6,0,3,0,2,0,75,81,5
200,Ed Langdon,12,2,14,4,0,1,1,0,1,1,0,3,2,0,0,57,49,5
201,Harrison Petty,9,5,14,6,0,0,3,0,0,0,0,4,5,1,3,59,78,5
202,Judd McVee,11,3,14,3,0,0,1,0,0,2,0,2,2,0,1,49,50,5
203,Tom McDonald,8,5,13,4,0,1,3,2,0,2,0,2,0,1,0,62,56,5
204,Lachlan Hunter,8,4,12,5,0,0,3,0,0,1,0,1,0,1,0,60,53,5
205,Tom Sparrow,7,5,12,2,1,0,6,0,0,2,1,4,0,0,1,64,45,5
206,Bailey Laurie↗,2,2,4,1,0,0,1,0,0,1,2,0,0,0,0,17,21,5
207,Jake Melksham↙,2,0,2,2,1,1,0,0,0,1,0,1,0,0,1,16,11,5
208,Jackson Macrae,14,19,33,4,1,0,3,0,1,4,4,5,3,0,1,107,106,5
209,Thomas Liberatore,13,19,32,4,1,1,6,0,2,6,7,5,1,0,2,114,118,5
210,Adam Treloar,11,21,32,5,1,0,6,0,1,2,6,1,2,1,0,121,132,5
211,Caleb Daniel,17,12,29,5,0,0,4,0,0,1,1,5,7,3,1,106,99,5
212,Ed Richards,21,6,27,3,0,0,1,0,0,5,0,6,7,1,0,89,106,5
213,Bailey Smith,19,8,27,3,0,1,3,0,0,9,2,5,1,1,0,96,76,5
214,Marcus Bontempelli,13,12,25,3,1,1,5,0,0,1,6,2,3,0,0,99,107,5
215,Timothy English,12,12,24,6,0,0,4,22,1,6,3,4,1,2,1,115,134,5
216,Bailey Dale,15,4,19,2,0,0,1,0,0,2,0,6,4,0,3,54,56,5
217,Bailey Williams,8,10,18,4,1,0,0,0,0,2,3,2,2,0,0,62,59,5
218,Josh Bruce,8,6,14,6,0,0,1,0,0,0,0,3,4,0,2,52,50,5
219,Oskar Baker,10,3,13,3,1,0,1,0,0,3,0,2,0,0,0,55,43,5
220,Anthony Scott,7,6,13,4,0,0,4,0,1,2,2,1,0,2,0,63,96,5
221,Taylor Duryea,5,6,11,5,0,0,1,0,0,3,0,4,2,0,1,43,41,5
222,Aaron Naughton,9,2,11,5,1,2,1,1,0,1,1,3,0,3,3,53,70,5
223,Alex Keath,5,4,9,4,0,0,4,0,0,0,1,7,1,0,3,42,41,5
224,Jamarra U-Hagan,6,1,7,3,1,3,1,0,0,1,0,3,0,0,0,42,29,5
225,Jason Johannisen,3,3,6,2,1,0,1,0,0,2,0,2,0,0,1,28,36,5
226,Rory Lobb,2,4,6,2,0,0,0,3,0,0,0,2,1,0,0,23,34,5
227,Mitchell Hannan,3,3,6,1,0,0,2,0,0,0,0,4,0,0,2,20,18,5
228,Sam Darcy,5,1,6,1,0,1,3,1,0,0,0,2,0,0,2,28,28,5
229,Toby McLean↙,1,4,5,1,0,0,0,0,0,0,1,0,1,0,0,14,21,5
230,Liam Jones↗,1,0,1,1,0,0,1,0,0,0,0,2,1,0,1,7,5,5
231,Touk Miller,13,16,29,1,0,0,8,0,1,5,7,5,3,2,0,108,113,6
232,Matt Rowell,17,11,28,2,0,0,8,0,0,3,9,4,2,4,2,109,119,6
233,Charlie Constable,23,3,26,4,0,0,0,0,0,2,0,6,8,0,0,87,56,6
234,Jarrod Witts,15,10,25,5,0,1,1,51,0,5,10,4,2,4,1,137,140,6
235,Darcy Macpherson,14,8,22,5,0,0,3,0,0,1,0,2,2,1,1,83,76,6
236,David Swallow,13,7,20,3,1,0,2,0,0,1,5,2,0,1,1,74,69,6
237,Bodhi Uwland,14,6,20,3,0,0,1,0,0,2,1,4,5,1,0,68,59,6
238,Sam Flanders,9,10,19,2,2,0,1,0,1,2,0,4,2,0,0,69,64,6
239,Jy Farrar,11,7,18,3,0,0,3,0,0,2,0,5,7,2,1,67,67,6
240,Noah Anderson,10,7,17,1,1,1,6,0,0,3,4,0,1,0,0,78,93,6
241,Ben Ainsworth,8,8,16,3,2,0,2,0,1,2,1,4,1,1,1,67,68,6
242,Alex Davies,8,8,16,2,0,0,0,0,1,2,2,4,0,0,1,43,46,6
243,Nicholas Holman,7,8,15,3,1,0,4,0,1,4,2,2,1,1,0,69,83,6
244,Elijah Hollands,12,3,15,3,0,1,0,0,0,1,1,6,0,0,2,46,31,6
245,Ben Long,9,4,13,1,0,0,2,0,0,0,1,4,4,0,2,40,57,6
246,Charlie Ballard,8,5,13,3,0,0,3,0,0,1,0,2,3,1,0,56,67,6
247,Samuel Collins,5,7,12,4,0,0,1,0,0,0,0,6,2,1,1,43,51,6
248,Jack Lukosius,8,3,11,3,0,0,2,0,1,6,0,2,3,2,1,46,45,6
249,Brayden Fiorini↙,7,2,9,1,0,1,1,0,0,1,2,2,1,0,0,33,11,6
250,Joel Jeffrey,5,2,7,0,1,0,6,0,0,0,0,4,0,0,1,46,46,6
251,Mabior Chol,5,1,6,1,0,1,6,2,0,1,1,0,1,0,0,47,39,6
252,Ben King,1,4,5,1,1,0,0,0,1,0,0,4,0,0,0,20,19,6
253,Levi Casboult↗,3,1,4,2,0,0,0,3,0,0,0,2,0,0,0,20,14,6
254,Chad Warner,21,9,30,3,0,3,8,0,2,8,3,6,0,1,3,117,114,6
255,Jake Lloyd,15,13,28,9,1,0,2,0,1,0,0,2,5,1,2,107,100,6
256,Dylan Stephens,19,8,27,4,1,0,4,0,0,3,0,3,2,0,1,104,111,6
257,Luke Parker,9,16,25,1,0,0,6,0,1,3,4,2,0,0,1,83,89,6
258,Dane Rampe,13,12,25,7,0,0,4,0,0,1,0,0,3,0,0,100,150,6
259,Errol Gulden,18,6,24,2,1,1,5,0,0,10,3,2,2,0,0,99,115,6
260,Justin McInerney,15,8,23,7,0,0,4,0,1,4,0,4,0,1,1,96,71,6
261,Peter Ladhams↗,7,13,20,4,0,0,3,15,0,1,5,5,1,1,3,78,72,6
262,Nick Blakey,18,2,20,6,0,0,4,0,0,3,0,5,6,0,0,92,63,6
263,Callum Mills,8,11,19,2,1,0,7,0,2,2,6,3,0,1,0,87,94,6
264,Will Hayward,11,8,19,4,1,3,2,0,0,3,1,4,1,1,1,76,63,6
265,Oliver Florent,9,9,18,5,1,0,2,0,0,2,0,0,3,2,0,76,85,6
266,James Rowbottom,10,7,17,1,0,0,10,0,0,7,3,4,0,0,1,84,75,6
267,Tom McCartin,12,4,16,5,0,0,3,0,0,0,0,2,3,1,0,72,84,6
268,Braeden Campbell,10,6,16,2,0,0,3,0,1,3,2,4,0,1,1,58,79,6
269,Patrick McCartin,14,1,15,6,0,0,2,0,0,0,0,3,4,1,1,68,61,6
270,Tom Papley,12,3,15,2,2,0,0,0,1,7,7,3,0,0,1,57,93,6
271,Harry Cunningham,9,4,13,3,2,1,4,0,0,1,0,2,0,0,1,70,65,6
272,Isaac Heeney,8,4,12,3,1,2,3,0,0,0,2,4,2,3,0,64,71,6
273,Hayden McLean,4,7,11,4,1,0,3,7,0,0,2,2,0,0,0,63,67,6
274,Logan McDonald,7,2,9,5,2,0,1,0,0,4,0,1,0,0,0,56,63,6
275,Lance Franklin,7,1,8,4,2,1,1,0,1,2,0,7,0,1,4,41,52,6
276,Matthew Roberts↙,3,4,7,0,0,0,3,0,0,0,1,0,2,0,0,29,27,6
277,Tom Green,19,18,37,6,1,0,4,0,0,4,8,5,3,1,2,128,134,7
278,Stephen Coniglio,20,12,32,3,1,1,1,0,1,9,8,2,1,0,0,104,143,7
279,Callan Ward,12,19,31,4,1,2,0,0,0,5,4,3,1,1,0,95,124,7
280,Joshua Kelly,12,14,26,7,0,0,2,0,0,5,7,7,2,1,1,91,80,7
281,Finn Callaghan,15,10,25,6,0,0,0,0,1,1,3,1,4,0,0,83,101,7
282,Isaac Cumming,12,9,21,3,0,0,0,0,0,1,0,2,7,2,0,65,81,7
283,Lachlan Ash,11,10,21,1,0,0,1,0,1,1,1,6,2,1,2,55,55,7
284,Connor Idun,8,12,20,5,0,0,0,0,0,1,0,0,2,0,0,63,83,7
285,Toby Greene,13,6,19,8,4,4,4,0,1,5,0,4,0,2,1,118,104,7
286,Lachie Whitfield,7,10,17,2,0,0,0,0,0,0,1,3,4,1,0,48,40,7
287,Nick Haynes,13,2,15,8,1,0,0,0,0,2,0,0,4,0,0,73,85,7
288,Jesse Hogan,7,6,13,4,3,1,1,2,0,2,0,3,0,0,1,67,83,7
289,Adam Kennedy↙,9,3,12,4,0,0,2,0,1,4,1,1,0,2,1,52,70,7
290,Jacob Wehr,5,7,12,3,0,0,2,0,0,2,0,1,3,1,1,44,50,7
291,Jack Buckley,7,4,11,5,0,0,3,0,0,3,0,2,3,1,0,57,76,7
292,Daniel Lloyd,4,6,10,2,0,1,4,0,1,2,0,2,0,0,1,44,52,7
293,Sam Taylor,7,3,10,3,0,0,1,0,0,2,0,2,1,3,1,40,63,7
294,Jake Riccardi,6,4,10,4,0,1,1,1,1,3,0,1,0,0,0,44,52,7
295,Brent Daniels,6,3,9,2,2,1,5,0,1,3,0,1,0,3,0,66,78,7
296,Matthew Flynn,3,5,8,1,1,1,3,25,0,0,2,5,0,0,3,57,88,7
297,James Peatling,5,3,8,2,0,1,4,0,1,3,0,1,0,1,1,42,64,7
298,Harrison Himmelberg,7,0,7,5,1,0,2,0,0,2,0,1,1,0,0,50,52,7
