playerid,Player,K,HB,D,M,G,B,T,HO,GA,I50,CL,CG,R50,FF,FA,AF,SC,fixture_id
2207,Hugo Ralphsmith↙,3,1,4,1,0,0,0,0,0,0,0,2,0,0,0,14,1,53
2208,Rhyan Mansell,3,1,4,2,1,0,1,0,0,1,0,2,0,0,1,24,32,53
2209,Nick Daicos,21,19,40,6,2,1,2,0,1,6,2,3,4,0,0,140,145,54
2210,Steele Sidebottom,19,11,30,7,1,0,5,0,3,5,3,3,2,0,0,126,149,54
2211,Josh Daicos,14,16,30,7,0,0,4,0,0,1,4,3,1,0,1,108,100,54
2212,Jordan De Goey,13,15,28,5,2,1,2,0,1,5,7,6,2,0,2,99,116,54
2213,Jack Crisp,12,14,26,3,0,0,3,0,1,3,5,3,2,0,1,82,121,54
2214,Tom Mitchell,8,15,23,4,0,0,8,0,0,5,6,3,0,2,1,97,108,54
2215,John Noble,18,4,22,9,0,0,1,0,0,3,0,3,7,1,1,91,73,54
2216,Scott Pendlebury,11,10,21,4,1,0,3,0,0,4,3,2,2,2,0,85,89,54
2217,Brayden Maynard,15,4,19,8,0,1,3,0,0,3,1,3,2,0,1,87,89,54
2218,Oleg Markov,10,9,19,5,0,0,1,0,0,2,1,1,2,2,0,69,74,54
2219,Darcy Moore,10,7,17,7,0,0,1,0,0,0,0,2,3,1,1,67,101,54
2220,Billy Frampton,8,7,15,3,1,0,1,28,0,4,3,3,0,0,2,79,99,54
2221,Beau McCreery,10,5,15,6,2,0,2,0,0,2,0,2,1,0,2,72,88,54
2222,Jack Ginnivan,7,5,12,3,2,2,0,0,0,1,0,2,0,0,0,54,60,54
2223,Jamie Elliott,8,3,11,6,0,1,0,0,2,3,0,4,0,0,1,46,44,54
2224,Isaac Quaynor,6,5,11,3,0,0,1,0,0,3,1,2,1,1,0,42,45,54
2225,Trey Ruscoe,9,2,11,7,0,0,2,0,1,2,0,1,4,1,1,58,90,54
2226,Will H-Elliott,6,4,10,3,0,0,1,0,0,3,0,0,1,0,0,39,39,54
2227,Ash Johnson,6,4,10,5,2,1,1,1,0,3,0,3,0,0,1,56,43,54
2228,Bobby Hill,5,2,7,3,0,0,1,0,0,2,0,1,0,0,1,29,23,54
2229,Brody Mihocek,4,2,6,3,0,1,1,0,1,2,0,3,0,0,2,24,31,54
2230,Will Kelly↙,4,1,5,2,0,0,1,0,0,1,0,0,0,0,0,24,32,54
2231,Nathan Kreuger↗,1,4,5,1,0,0,0,0,0,1,0,3,0,0,1,11,9,54
2232,Darcy Parish,10,17,27,3,0,0,5,0,0,4,9,2,2,1,0,94,110,54
2233,Mason Redman,18,5,23,4,0,0,2,0,0,1,0,1,7,0,0,84,89,54
2234,Will Setterfield,10,12,22,4,0,0,5,0,0,2,2,4,3,0,0,86,76,54
2235,Andrew McGrath,12,8,20,3,0,0,1,0,1,3,1,1,4,2,0,67,76,54
2236,Dylan Shiel,8,11,19,1,0,0,4,0,0,4,4,3,3,0,0,65,80,54
2237,Jye Caldwell,3,16,19,3,0,0,8,0,0,0,5,4,1,0,2,76,101,54
2238,Nicholas Martin,9,9,18,3,1,0,1,0,1,2,2,3,3,0,1,61,60,54
2239,Dyson Heppell,8,9,17,5,0,0,2,0,0,1,1,4,4,0,0,65,55,54
2240,Kyle Langford,10,7,17,7,3,1,0,0,1,2,0,1,2,1,0,85,82,54
2241,Jordan Ridley,14,2,16,3,0,0,2,0,0,1,0,0,5,1,0,64,82,54
2242,Sam Draper,11,4,15,1,1,3,1,25,1,1,4,3,3,3,2,79,91,54
2243,Sam Weideman,10,4,14,8,2,2,0,0,1,2,0,1,0,0,0,76,74,54
2244,Will Snelling,6,7,13,2,0,1,5,0,1,5,2,0,0,2,0,61,72,54
2245,Archie Perkins,10,3,13,5,1,1,5,0,0,4,1,1,2,2,1,77,82,54
2246,Jye Menzie,6,6,12,3,1,2,1,0,1,1,0,4,0,0,1,48,40,54
2247,Jake Stringer,5,6,11,0,1,0,3,0,0,3,4,1,1,1,0,46,67,54
2248,Jake Kelly,7,4,11,6,0,0,3,0,0,2,0,1,3,1,0,60,56,54
2249,Sam Durham,5,4,9,2,0,0,2,0,0,2,0,2,1,1,2,32,32,54
2250,Jayden Laverde↗,5,3,8,4,0,0,0,0,0,1,0,0,3,0,0,33,44,54
2251,Brandon Z-Thatcher,2,4,6,0,0,0,1,0,0,1,0,1,1,1,0,19,33,54
2252,Ben Hobbs↙,3,3,6,1,0,0,1,0,0,2,0,0,1,1,0,23,28,54
2253,Alwyn Davey,3,3,6,1,1,0,2,0,0,1,0,2,1,1,1,30,44,54
2254,Andrew Phillips,1,3,4,0,0,0,2,25,1,0,0,1,0,1,0,43,59,54
2255,Jack Sinclair,22,11,33,3,0,1,5,0,0,4,3,4,7,1,0,119,109,55
2256,Jack Steele,10,18,28,5,1,1,11,0,0,1,5,6,2,2,2,128,126,55
2257,Sebastian Ross,13,14,27,1,0,0,2,0,1,4,5,4,1,1,0,79,56,55
2258,Rowan Marshall,19,7,26,6,0,1,10,28,0,2,3,2,4,4,1,159,159,55
2259,Brad Crouch,11,13,24,1,0,1,4,0,0,2,8,5,1,1,1,77,75,55
2260,Hunter Clark,15,8,23,4,1,0,3,0,0,7,4,4,1,2,1,90,100,55
2261,Callum Wilkie,15,7,22,9,0,0,2,0,1,2,0,2,4,0,1,91,89,55
2262,Jade Gresham,13,8,21,7,2,1,3,0,1,5,1,1,0,0,0,101,100,55
2263,Nasiah W-Milera,16,4,20,8,0,0,5,0,0,2,0,3,6,1,0,101,84,55
2264,Bradley Hill,10,8,18,6,0,0,3,0,1,1,1,3,1,0,0,76,59,55
2265,Mason Wood,16,2,18,2,1,0,4,0,2,4,3,3,1,3,0,83,104,55
2266,Ben Paton,13,5,18,7,0,0,2,0,0,2,0,3,2,3,0,81,65,55
2267,Ryan Byrnes,9,8,17,5,0,0,3,0,0,3,1,1,0,0,0,70,66,55
2268,Liam Stocker,12,3,15,7,0,0,1,0,0,1,1,3,3,1,1,65,69,55
2269,Mitchito Owens,8,7,15,3,2,0,1,7,0,3,2,5,1,3,1,70,91,55
2270,Jack Higgins,7,7,14,3,1,1,0,0,1,2,0,5,0,1,2,46,43,55
2271,Tim Membrey,9,3,12,5,1,1,0,0,0,4,0,0,0,1,0,56,51,55
2272,Mattaes Phillipou,2,10,12,2,0,0,1,0,1,2,0,6,0,1,2,31,20,55
2273,Dougal Howard,7,3,10,3,0,0,1,0,0,0,0,0,1,0,0,40,49,55
2274,Josh Battle,6,2,8,3,0,0,0,0,0,1,0,2,2,2,1,30,49,55
2275,Daniel Butler,3,3,6,3,1,0,4,0,0,1,0,1,0,1,1,44,53,55
2276,Marcus Windhager↙,1,3,4,1,0,0,2,0,1,1,0,0,0,0,0,20,34,55
2277,Zaine Cordy↗,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,15,9,55
2278,Travis Boak,15,15,30,6,1,1,6,0,1,4,2,8,4,0,0,124,131,55
2279,Zak Butters,9,18,27,4,0,1,3,0,0,2,2,4,1,0,2,82,96,55
2280,Oliver Wines,8,18,26,1,0,0,1,0,0,1,2,3,0,1,1,65,70,55
2281,Jason H-Francis,14,11,25,4,0,0,7,0,0,7,11,8,3,3,3,98,83,55
2282,Dan Houston,14,8,22,9,1,0,7,0,1,2,3,3,2,1,1,117,110,55
2283,Miles Bergman,15,6,21,5,0,1,1,0,0,3,0,4,5,0,0,77,70,55
2284,Connor Rozee,12,7,19,2,0,0,8,0,2,5,1,4,0,2,2,84,96,55
2285,Ryan Burton,15,3,18,4,0,0,4,0,0,1,1,2,5,2,2,75,89,55
2286,Sam P-Pepper,10,7,17,4,2,2,2,0,0,4,1,2,0,0,2,72,82,55
2287,Dylan Williams,14,3,17,5,0,0,1,0,0,2,1,1,9,0,0,67,85,55
2288,Darcy B-Jones,11,5,16,3,0,1,3,0,2,4,2,4,1,0,1,62,81,55
2289,Jeremy Finlayson,12,4,16,6,2,0,3,3,1,1,1,4,4,1,2,84,101,55
2290,Willem Drew,5,10,15,2,0,0,8,0,0,3,2,3,1,0,2,67,73,55
2291,Trent McKenzie,10,2,12,6,0,0,2,0,0,2,0,3,3,0,1,57,66,55
2292,Aliir Aliir,7,4,11,3,0,0,0,0,0,0,1,3,3,1,1,36,41,55
2293,Jed McEntee,6,5,11,1,1,0,3,0,0,2,0,3,0,0,2,43,46,55
2294,Charlie Dixon,4,5,9,3,2,0,1,4,1,0,0,3,0,1,2,46,86,55
2295,Willie Rioli,7,1,8,2,2,2,5,0,0,2,1,3,0,0,1,60,45,55
2296,Jase Burgoyne,4,4,8,3,0,0,4,0,0,2,0,2,0,0,0,45,42,55
2297,Brynn Teakle,0,8,8,0,0,0,7,18,0,0,1,5,0,1,1,60,60,55
2298,Riley Bonner↙,4,2,6,3,0,1,3,0,0,1,0,1,1,0,1,35,29,55
2299,Xavier Duursma↗,3,2,5,0,1,0,0,0,0,1,0,0,0,0,0,19,22,55
2300,Ollie Lord,3,2,5,2,0,0,3,0,0,0,0,1,0,1,1,29,35,55
2301,Lachie Neale,14,21,35,2,0,1,7,0,0,8,13,6,1,0,0,119,124,56
2302,Josh Dunkley,11,17,28,7,0,0,8,0,1,1,3,3,1,1,2,115,109,56
2303,Will Ashcroft,16,12,28,7,2,1,2,0,1,3,3,2,1,1,0,115,103,56
2304,Hugh McCluggage,19,2,21,4,0,1,1,0,2,8,2,3,0,1,1,76,74,56
2305,Daniel Rich,17,3,20,11,0,0,1,0,1,3,0,4,5,0,2,88,85,56
2306,Harris Andrews,15,5,20,11,0,0,2,0,0,1,0,3,6,0,1,93,85,56
2307,Dayne Zorko↗,12,7,19,4,0,2,2,0,1,8,5,3,1,1,0,73,91,56
2308,Zac Bailey,17,2,19,6,2,0,5,0,3,3,1,2,0,0,1,102,110,56
2309,Jarrod Berry,9,7,16,3,0,0,3,0,1,3,3,2,4,0,1,59,74,56
2310,Darcy Wilmot,10,5,15,7,0,0,1,0,0,2,0,2,0,0,0,65,63,56
2311,Joe Daniher,10,4,14,5,3,1,1,1,0,1,1,3,0,1,2,72,95,56
2312,Conor McKenna,13,1,14,7,1,0,5,0,0,6,0,1,0,0,0,88,70,56
2313,Jack Payne,11,3,14,8,0,0,1,0,0,0,0,3,7,0,0,67,56,56
2314,Keidean Coleman,9,5,14,6,0,0,2,0,0,0,0,1,3,0,1,60,65,56
2315,Ryan Lester,9,4,13,4,0,0,2,0,0,0,1,1,1,3,0,58,65,56
2316,Oscar McInerney,6,7,13,1,0,1,1,30,0,3,9,3,0,1,0,71,93,56
2317,Brandon Starcevich,10,3,13,3,0,0,1,0,0,2,1,5,1,1,1,47,65,56
2318,Charlie Cameron,6,6,12,2,2,0,2,0,0,2,0,4,0,1,0,57,74,56
2319,Cameron Rayner,6,6,12,3,1,0,3,0,0,4,3,3,1,1,0,58,42,56
2320,Lincoln McCarthy,8,3,11,2,3,0,1,0,0,2,1,6,0,0,2,52,53,56
2321,Eric Hipwood,6,2,8,4,2,2,3,0,1,1,0,2,0,1,2,55,51,56
2322,Jack Gunston,4,3,7,3,1,1,1,0,0,0,0,4,0,0,1,35,36,56
2323,Noah Answerth↙,2,5,7,2,0,0,3,0,0,1,0,1,0,0,1,31,23,56
2324,Hayden Young,19,14,33,3,0,1,4,0,0,3,1,1,9,1,0,112,128,56
2325,Andrew Brayshaw,14,16,30,5,2,0,4,0,0,6,2,7,2,2,2,113,98,56
2326,Caleb Serong,14,13,27,5,0,0,3,0,1,5,4,3,3,2,1,94,109,56
2327,Will Brodie,10,14,24,3,0,0,1,0,0,6,5,6,0,1,0,72,64,56
2328,Brennan Cox,7,16,23,5,0,0,3,0,0,0,1,3,4,0,0,80,105,56
2329,Matt Johnson,8,14,22,3,0,0,2,0,1,1,5,6,1,0,2,63,53,56
2330,Jordan Clark,9,11,20,3,0,0,3,0,0,2,0,1,3,0,0,70,86,56
2331,Jaeger O'Meara,5,13,18,3,2,0,8,0,0,1,1,1,1,1,0,95,105,56
2332,James Aish,9,9,18,2,0,0,2,0,2,5,1,1,2,1,0,60,74,56
2333,Sean Darcy,8,10,18,3,0,0,0,39,0,3,4,0,0,2,0,94,114,56
2334,Luke Ryan,14,4,18,5,0,0,2,0,0,0,0,1,9,0,0,73,127,56
2335,Ethan Hughes,12,4,16,6,0,0,1,0,0,0,0,1,5,1,0,67,61,56
2336,Lachlan Schultz,7,9,16,2,0,0,1,0,1,1,1,7,0,2,3,42,36,56
2337,Nathan O'Driscoll,7,7,14,4,1,0,3,0,0,1,1,2,0,1,0,66,60,56
2338,Brandon Walker,8,6,14,3,0,0,1,0,0,1,0,3,2,0,1,46,48,56
2339,Luke Jackson,5,7,12,2,1,2,3,7,1,1,0,3,0,0,1,59,65,56
2340,Michael Walters,6,5,11,4,1,0,1,0,1,0,0,3,0,0,1,47,42,56
2341,Sam Switkowski,5,6,11,3,2,0,5,0,0,2,1,4,0,3,0,71,59,56
2342,Alex Pearce,6,4,10,5,0,0,5,0,0,1,0,2,3,1,1,59,66,56
2343,Bailey Banfield,4,4,8,2,0,1,0,0,0,1,0,3,0,0,1,24,33,56
2344,Sam Sturt↗,3,4,7,2,0,2,1,0,0,0,1,1,0,0,0,29,25,56
2345,Jye Amiss,5,2,7,4,1,0,2,0,0,2,0,3,0,0,0,45,32,56
2346,Neil Erasmus↙,2,2,4,1,0,0,2,0,0,0,1,2,0,0,0,21,5,56
2347,Luke Parker,18,15,33,5,1,0,4,0,2,4,11,5,1,0,3,112,116,57
2348,Chad Warner,16,13,29,3,1,0,6,0,1,8,5,5,0,0,0,113,123,57
2349,Errol Gulden,16,11,27,5,1,0,6,0,1,5,6,4,3,1,0,116,119,57
2350,Jake Lloyd,20,5,25,6,0,0,3,0,2,5,3,2,3,1,0,101,106,57
2351,Peter Ladhams,13,11,24,5,1,0,4,34,1,6,4,4,1,1,1,130,103,57
2352,Callum Mills,14,9,23,5,0,0,2,0,0,7,5,3,1,1,1,81,80,57
2353,Isaac Heeney,12,7,19,6,0,1,3,0,0,6,0,2,3,1,0,82,82,57
2354,James Rowbottom,9,8,17,2,0,0,6,0,0,5,7,2,3,2,0,75,74,57
2355,Will Hayward,12,4,16,7,3,1,1,0,2,1,1,3,0,1,1,86,97,57
2356,Harry Cunningham,3,11,14,1,0,0,0,0,0,1,0,0,0,1,0,35,55,57
2357,Dylan Stephens,11,3,14,3,0,0,1,0,1,3,0,2,3,1,1,50,80,57
2358,Braeden Campbell,12,2,14,4,0,0,2,0,0,2,0,4,3,1,1,58,53,57
2359,Nick Blakey,7,5,12,4,0,0,0,0,0,1,0,1,2,0,0,43,49,57
2360,Logan McDonald,7,5,12,4,3,0,0,0,0,3,0,1,0,1,0,62,81,57
2361,Lance Franklin,9,2,11,3,3,2,4,0,0,0,0,4,0,5,1,78,84,57
2362,Ryan Clarke,6,5,11,2,1,1,4,0,0,1,0,3,0,0,1,54,45,57
2363,Tom Papley,8,3,11,2,1,2,3,0,0,2,3,5,0,1,3,48,34,57
2364,Tom McCartin,4,7,11,1,0,0,1,0,0,0,0,4,2,1,1,31,49,57
2365,Oliver Florent,9,1,10,0,0,0,2,0,0,0,0,1,2,1,0,38,41,57
2366,Hayden McLean,6,2,8,2,1,0,1,16,0,2,1,3,2,0,2,48,44,57
2367,Aaron Francis,4,3,7,2,0,0,1,0,0,1,0,3,1,0,0,28,40,57
2368,Angus Sheldrick↗,1,2,3,1,0,0,2,0,0,0,0,1,0,0,0,18,11,57
2369,Marc Sheather↙,1,1,2,1,0,0,1,0,0,0,0,2,0,0,1,9,9,57
2370,Tom Green,15,16,31,2,0,0,13,0,0,3,3,4,0,1,0,136,118,57
2371,Stephen Coniglio,17,11,28,1,2,0,4,0,2,5,7,6,1,3,2,101,108,57
2372,Joshua Kelly,13,14,27,4,0,0,6,0,1,2,6,6,2,1,0,104,88,57
2373,Finn Callaghan,11,15,26,10,0,0,1,0,0,2,0,1,3,1,0,98,88,57
2374,Lachlan Ash,19,5,24,8,0,0,1,0,0,2,1,4,6,0,2,89,80,57
2375,Lachie Whitfield,13,10,23,7,0,0,2,0,0,3,1,1,4,0,0,88,106,57
2376,Toby Greene,11,11,22,2,4,0,3,0,2,6,2,4,0,2,1,96,114,57
2377,Harry Perryman,12,9,21,2,3,0,9,0,1,1,1,0,1,1,0,115,125,57
2378,Nick Haynes,11,7,18,8,0,0,0,0,0,0,0,1,7,0,0,71,89,57
2379,Isaac Cumming,12,5,17,2,0,0,3,0,0,1,3,6,6,1,2,59,69,57
2380,Jack Buckley,10,7,17,5,0,0,2,0,0,1,0,5,2,0,4,55,91,57
2381,James Peatling,8,8,16,2,0,0,6,0,0,3,1,1,2,0,0,70,75,57
2382,Harrison Himmelberg,9,6,15,3,1,1,2,1,3,3,4,1,1,2,0,66,88,57
2383,Xavier O'Halloran,8,7,15,5,2,1,4,0,0,3,1,4,0,1,2,77,64,57
2384,Brent Daniels,8,5,13,1,1,0,2,0,1,5,1,1,1,0,1,48,59,57
2385,Callum Brown,7,6,13,4,0,0,3,0,0,1,0,2,4,0,1,54,72,57
2386,Connor Idun,5,7,12,4,0,0,6,0,0,0,0,2,3,0,1,62,88,57
2387,Toby Bedford,6,4,10,3,1,0,0,0,1,1,0,6,0,0,3,32,24,57
2388,Ryan Angwin,7,3,10,3,0,0,2,0,1,2,3,2,1,1,0,45,42,57
2389,Jesse Hogan,4,5,9,2,2,0,2,0,0,0,1,2,0,1,0,49,45,57
2390,Matthew Flynn,4,4,8,0,0,0,4,33,1,2,2,2,2,2,1,68,61,57
2391,Harry Rowston↙,3,3,6,2,0,0,1,0,0,1,0,2,1,0,0,25,16,57
2392,Aaron Cadman↗,4,0,4,2,1,0,2,0,0,1,0,3,0,0,0,32,15,57
2393,Caleb Daniel,14,13,27,5,1,0,7,0,0,4,6,3,6,1,0,118,114,58
2394,Jackson Macrae,7,19,26,2,0,0,7,0,0,5,6,3,1,1,1,91,96,58
2395,Bailey Dale,19,6,25,5,0,0,1,0,0,7,0,4,3,1,0,89,80,58
2396,Jason Johannisen,17,7,24,5,1,0,0,0,0,1,0,1,3,0,0,86,102,58
2397,Bailey Williams,12,12,24,8,1,0,2,0,0,3,1,3,0,1,2,93,89,58
2398,Bailey Smith,13,11,24,4,0,0,4,0,0,3,6,0,2,1,0,90,103,58
2399,Adam Treloar,8,15,23,4,0,1,6,0,1,5,4,0,1,1,0,92,96,58
2400,Oskar Baker,16,4,20,11,0,0,0,0,2,5,0,3,2,0,1,86,69,58
2401,Marcus Bontempelli,13,6,19,5,0,1,6,0,4,4,6,1,2,2,1,90,122,58
2402,Ed Richards,14,5,19,7,0,0,1,0,0,2,1,4,6,0,0,77,80,58
2403,Alex Keath,5,13,18,3,0,0,1,0,0,1,0,1,2,0,0,54,66,58
2404,Aaron Naughton,9,6,15,5,4,3,2,1,1,2,1,2,0,1,1,88,113,58
2405,Tim O'Brien,11,2,13,5,0,0,3,0,0,0,0,1,3,2,0,66,90,58
2406,Arthur Jones,5,7,12,3,1,1,1,0,0,4,1,2,1,1,0,50,42,58
2407,Timothy English,7,4,11,5,1,1,5,30,1,3,2,4,0,1,1,99,90,58
2408,Anthony Scott,6,5,11,2,1,1,3,0,1,0,0,3,0,1,1,51,58,58
2409,Liam Jones,8,2,10,6,0,0,1,0,0,0,0,0,1,0,0,50,54,58
2410,Taylor Duryea,7,3,10,4,0,0,3,0,0,2,1,4,2,2,3,44,53,58
2411,Jamarra U-Hagan,4,6,10,3,2,0,0,0,0,2,0,3,0,2,0,47,50,58
2412,Lachlan McNeil,4,6,10,2,0,2,5,0,0,2,0,0,0,1,0,53,51,58
2413,Rory Lobb,4,5,9,2,2,0,0,6,1,2,0,2,1,0,0,46,55,58
2414,Cody Weightman,1,2,3,1,0,0,1,0,0,1,1,1,0,0,0,14,22,58
2415,Toby McLean,Unused Substitute,,,,,,,,,,,,,,,,,58
2416,Will Day,12,18,30,5,1,0,2,0,0,2,7,4,0,2,1,100,97,58
2417,Blake Hardwick,21,6,27,12,0,0,1,0,0,3,1,4,7,0,1,112,117,58
2418,James Sicily,18,8,26,6,1,0,1,0,0,2,0,3,10,1,1,96,128,58
2419,Conor Nash,4,22,26,0,0,0,3,0,0,0,2,2,1,0,1,65,74,58
2420,James Worpel,15,10,25,5,1,0,4,0,0,8,8,5,1,1,0,103,88,58
2421,Jai Newcombe,6,18,24,1,2,1,4,0,0,1,9,3,2,1,2,81,101,58
2422,Jarman Impey,17,5,22,5,0,0,4,0,0,3,1,3,3,1,1,90,88,58
2423,Sam Frost,12,8,20,7,0,0,0,0,0,1,1,5,4,0,2,67,58,58
2424,Josh Ward,13,7,20,5,0,0,3,0,0,4,1,1,1,0,1,77,68,58
2425,Karl Amon,14,4,18,3,0,0,1,0,0,5,0,6,0,0,2,57,49,58
2426,Harry Morrison,11,7,18,6,0,1,3,0,1,2,0,3,5,0,0,78,74,58
2427,Chad Wingard,12,5,17,8,0,1,2,0,1,2,0,1,1,0,1,76,75,58
2428,Mitchell Lewis,11,5,16,11,1,4,2,0,2,2,1,1,0,0,0,94,83,58
2429,Changkuoth Jiath,8,7,15,4,0,0,2,0,0,1,0,3,4,0,2,52,53,58
2430,Dylan Moore,10,5,15,2,0,1,5,0,0,3,3,3,1,2,1,66,61,58
2431,Ned Reeves,5,10,15,3,0,0,6,43,0,3,3,6,0,0,1,108,110,58
2432,Seamus Mitchell↗,5,6,11,3,0,0,2,0,1,2,0,2,1,0,0,44,41,58
2433,Tyler Brockman,4,7,11,3,0,0,2,0,1,1,0,2,0,1,0,44,51,58
2434,Jack Scrimshaw↙,7,3,10,3,0,0,0,0,0,0,0,1,3,0,0,36,32,58
2435,Luke Breust,7,2,9,3,3,1,1,0,0,1,1,1,0,2,1,56,69,58
2436,Joshua Weddle,4,4,8,5,0,0,5,0,0,1,0,0,0,0,0,55,38,58
2437,Fergus Greene,2,4,6,1,0,0,1,0,1,0,0,2,0,0,1,18,28,58
2438,Max Ramsden,1,5,6,2,0,0,0,9,0,0,0,3,0,0,0,28,22,58
2439,Clayton Oliver,17,20,37,7,0,0,3,0,1,4,6,4,4,1,0,125,134,59
2440,Christian Petracca,20,15,35,8,3,1,3,0,2,9,4,6,1,0,1,142,167,59
2441,Angus Brayshaw,14,15,29,4,0,1,2,0,0,1,2,2,5,2,0,95,123,59
2442,Tom Sparrow,12,11,23,4,1,0,4,0,2,2,2,2,2,0,1,89,104,59
2443,Jack Viney,14,8,22,0,1,0,4,0,0,4,4,3,0,3,0,83,86,59
2444,James Jordon,6,16,22,4,0,0,1,0,0,2,2,1,0,1,1,64,70,59
2445,Kade Chandler,13,8,21,8,3,0,3,0,1,3,0,3,0,0,1,106,104,59
2446,Lachlan Hunter,9,11,20,2,0,0,2,0,1,4,1,0,0,0,0,63,89,59
2447,Ed Langdon,10,10,20,2,0,0,4,0,0,3,3,4,1,0,0,72,58,59
2448,Trent Rivers,11,9,20,5,1,0,1,0,0,3,1,2,4,2,0,78,76,59
2449,Alex N-Bullen,9,10,19,6,1,0,2,0,2,1,0,0,0,2,0,81,91,59
2450,Brodie Grundy,8,10,18,3,2,0,3,27,1,4,4,6,1,2,2,100,89,59
2451,Jake Bowey,10,8,18,4,1,0,0,0,0,1,1,0,6,1,0,65,98,59
2452,Michael Hibberd↗,11,6,17,3,0,0,1,0,0,1,0,3,7,0,3,49,61,59
2453,Kysaiah Pickett,11,5,16,2,3,0,5,0,3,7,3,2,1,1,1,85,121,59
2454,Max Gawn,10,4,14,6,0,1,3,21,0,6,4,3,0,2,2,86,80,59
2455,Steven May,10,4,14,7,0,0,1,0,0,3,0,1,5,0,0,63,69,59
2456,Bayley Fritsch,9,4,13,5,4,0,1,0,0,2,0,3,0,0,1,75,86,59
2457,Judd McVee,9,4,13,2,0,0,3,0,0,0,0,3,4,1,1,51,43,59
2458,Jake Lever,5,6,11,5,0,0,0,0,0,0,0,0,2,0,0,42,63,59
2459,Josh Schache,6,3,9,4,1,0,2,0,1,3,2,5,0,1,3,42,37,59
2460,Jacob Van Rooyen,3,2,5,4,1,0,3,0,0,1,0,1,0,0,1,40,33,59
2461,James Harmes↙,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,15,13,59
2462,Aaron Hall,26,4,30,12,0,0,4,0,0,3,2,3,8,1,1,136,117,59
2463,Harry Sheezel,19,11,30,11,0,0,3,0,1,3,2,2,3,2,0,126,107,59
2464,Liam Shiels,15,12,27,6,1,0,6,0,0,6,2,7,3,0,3,108,104,59
2465,Ben Cunnington,9,18,27,5,1,0,3,0,0,6,10,2,0,1,0,97,110,59
2466,Luke McDonald,17,7,24,7,0,0,5,0,0,1,0,1,7,1,1,104,109,59
2467,Jy Simpkin,18,6,24,10,0,0,3,0,2,7,2,5,1,0,2,102,81,59
2468,Jack Ziebell,18,2,20,6,0,0,2,0,1,2,0,1,3,4,0,88,100,59
2469,Aidan Corr,12,6,18,10,0,0,1,0,0,0,0,1,6,1,0,83,73,59
2470,Bailey Scott,11,7,18,5,0,0,2,0,0,1,2,5,3,0,1,67,44,59
2471,Darcy Tucker,8,9,17,6,0,1,2,0,0,2,5,4,2,0,1,66,52,59
2472,Cameron Zurhaar,12,3,15,3,3,2,2,0,0,7,3,3,0,2,3,72,95,59
2473,Curtis Taylor,11,4,15,7,0,0,3,0,0,3,0,3,1,1,1,72,54,59
2474,Daniel Howe↙,9,4,13,6,0,0,3,0,0,1,1,0,1,0,0,65,54,59
2475,Tom Powell,1,11,12,0,0,0,1,0,0,0,3,4,0,0,0,29,18,59
2476,Todd Goldstein,6,5,11,2,0,1,2,19,0,1,3,3,0,2,3,55,54,59
2477,Griffin Logue,6,5,11,5,0,0,0,1,0,0,0,0,1,0,0,44,65,59
2478,Ben McKay,10,0,10,7,0,0,1,0,0,0,0,1,2,0,0,55,50,59
2479,Jaidyn Stephenson,6,4,10,5,0,0,0,0,0,2,0,5,0,0,1,38,12,59
2480,Nick Larkey,6,3,9,3,2,1,0,0,0,1,0,2,1,1,0,47,43,59
2481,Kayne Turner,3,2,5,4,0,0,0,0,0,0,0,1,0,0,0,25,17,59
2482,Paul Curtis,2,3,5,2,0,0,1,0,1,3,0,0,0,1,0,23,24,59
2483,Callum C-Jones,2,1,3,1,0,0,2,5,0,2,1,3,0,1,2,19,14,59
2484,Charlie Comben↗,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,7,59
2485,Tim Kelly,10,17,27,4,0,0,8,0,0,1,3,7,0,0,0,108,71,60
2486,Jayden Hunt,18,5,23,5,0,0,3,0,0,4,5,4,5,2,0,93,77,60
2487,Liam Duggan,17,6,23,8,0,0,2,0,0,4,2,3,4,1,0,96,94,60
2488,Shannon Hurn,13,6,19,3,0,0,0,0,0,1,0,1,6,0,0,60,85,60
2489,Andrew Gaff,8,9,17,1,0,1,2,0,0,0,2,2,1,1,2,49,48,60
2490,Xavier O'Neill,7,9,16,1,2,1,5,0,0,1,5,1,0,0,1,72,84,60
2491,Alex Witherden,12,3,15,3,1,0,3,0,0,2,1,0,6,2,0,71,83,60
2492,Jamaine Jones,9,6,15,4,0,0,5,0,1,2,1,4,1,2,1,70,56,60
2493,Luke Edwards,6,9,15,4,0,0,1,0,0,1,2,2,0,0,2,46,50,60
2494,Bailey J. Williams,4,9,13,0,0,0,4,21,0,3,5,4,0,3,3,61,41,60
2495,Connor West,7,6,13,2,0,0,2,0,1,2,2,2,1,0,0,47,55,60
2496,Greg Clark,6,6,12,4,0,0,1,0,0,2,2,3,1,0,1,43,30,60
2497,Jake Waterman,7,3,10,5,0,1,2,3,0,0,1,0,2,0,0,54,42,60
2498,Jack Petruccelle,6,4,10,1,0,1,5,0,1,4,2,0,0,1,0,51,54,60
2499,Reuben Ginbey,2,8,10,1,0,0,7,0,0,2,3,3,1,0,1,50,39,60
