playerid,Player,K,HB,D,M,G,B,T,HO,GA,I50,CL,CG,R50,FF,FA,AF,SC,fixture_id
868,Maurice Rioli,6,2,8,1,0,0,2,0,1,2,1,3,0,2,1,32,30,20
869,Rhyan Mansell,6,2,8,4,1,1,2,0,0,3,0,2,0,1,1,47,46,20
870,Tom Lynch,5,2,7,3,1,3,2,0,0,2,0,2,0,1,1,43,44,20
871,Noah Cumberland↙,5,2,7,1,0,0,0,0,1,3,0,1,0,1,0,23,40,20
872,Jack Riewoldt,4,2,6,1,2,1,2,0,0,2,0,2,0,1,1,38,43,20
873,Tylar Young,5,1,6,1,0,0,4,0,0,0,1,1,3,0,1,33,52,20
874,Samson Ryan↗,1,1,2,0,0,0,0,9,0,0,1,0,1,1,0,15,27,20
875,Will Day,20,9,29,11,0,1,4,0,0,3,5,1,4,0,0,128,139,21
876,James Sicily,21,7,28,18,0,0,1,0,0,2,0,5,4,0,1,132,112,21
877,Josh Ward,14,13,27,5,0,0,1,0,0,2,5,5,1,1,1,85,74,21
878,Dylan Moore,18,8,26,12,2,1,3,0,2,7,2,1,1,1,0,132,131,21
879,Jack Scrimshaw,15,10,25,9,1,0,1,0,0,1,0,3,4,2,0,104,103,21
880,Karl Amon,16,8,24,5,0,0,1,0,1,5,5,3,2,2,0,85,100,21
881,Conor Nash,15,9,24,3,0,2,6,0,1,2,3,6,3,0,2,92,91,21
882,Harry Morrison,18,6,24,7,0,1,2,0,1,7,4,3,0,0,0,96,86,21
883,Blake Hardwick,19,4,23,11,0,0,4,0,0,1,0,2,4,1,0,115,109,21
884,Jai Newcombe,15,7,22,7,1,1,5,0,1,6,1,6,0,3,2,104,106,21
885,Changkuoth Jiath,12,9,21,5,0,0,0,0,0,2,1,3,2,1,0,70,72,21
886,Cameron Mackenzie,11,9,20,3,0,1,9,0,0,4,2,3,2,0,1,94,89,21
887,Sam Frost,12,7,19,6,0,0,3,0,0,0,0,3,1,2,1,79,85,21
888,Jarman Impey,12,5,17,6,0,0,1,0,0,0,1,2,4,1,0,69,68,21
889,Connor MacDonald,10,6,16,5,1,0,3,0,0,2,0,1,1,0,0,75,85,21
890,James Worpel,9,6,15,4,1,1,1,0,0,3,4,5,0,1,2,57,45,21
891,Finn Maginness↗,6,5,11,4,0,0,1,0,0,0,0,1,0,0,0,44,35,21
892,Tyler Brockman,8,3,11,6,3,1,3,0,1,2,0,1,0,1,0,80,89,21
893,Fergus Greene,7,3,10,4,2,2,0,0,0,2,0,4,0,1,3,45,51,21
894,Ned Reeves,4,5,9,1,0,0,2,25,0,0,5,2,0,1,1,56,66,21
895,Luke Breust,5,3,8,5,0,2,0,0,0,3,1,3,0,0,2,32,28,21
896,Lloyd Meek,4,4,8,1,0,0,2,7,1,2,4,4,0,1,1,36,32,21
897,Lachlan Bramble↙,4,3,7,2,0,0,1,0,0,0,0,1,1,1,0,29,30,21
898,Harry Sheezel,14,12,26,7,0,0,6,0,0,4,1,6,6,1,1,109,120,21
899,Ben Cunnington,4,17,21,2,0,0,4,0,1,0,7,3,1,0,1,65,62,21
900,Daniel Howe,16,5,21,5,0,0,1,0,0,3,2,1,4,1,0,78,63,21
901,Luke McDonald,18,2,20,8,0,0,2,0,0,3,0,4,7,0,1,87,89,21
902,Cameron Zurhaar,13,7,20,4,2,0,3,0,0,7,2,4,0,2,0,91,84,21
903,Tom Powell,12,8,20,7,0,1,3,0,0,4,1,6,2,0,2,80,59,21
904,Jack Ziebell,16,3,19,6,0,0,1,0,0,1,0,2,6,2,0,78,78,21
905,Todd Goldstein,5,13,18,1,0,0,3,30,1,2,2,3,2,2,1,85,115,21
906,Bailey Scott,13,4,17,2,0,0,2,0,1,5,0,3,2,0,1,58,59,21
907,Aidan Corr,10,6,16,5,0,0,0,0,0,0,0,1,5,0,0,57,60,21
908,Griffin Logue,12,4,16,6,0,0,0,0,0,1,0,3,3,1,2,57,81,21
909,Will Phillips,6,10,16,2,0,0,5,0,0,1,2,2,0,3,0,67,78,21
910,Liam Shiels,8,6,14,4,0,0,4,0,0,3,1,4,0,0,2,58,52,21
911,Curtis Taylor,10,4,14,5,1,1,1,0,0,1,1,2,1,0,2,58,56,21
912,Miller Bergman,9,5,14,3,0,0,1,0,0,1,0,1,3,1,0,51,55,21
913,Jaidyn Stephenson,6,5,11,3,0,0,1,0,1,4,0,0,0,0,0,41,47,21
914,Charlie Comben,4,7,11,4,1,1,3,2,1,0,0,2,0,1,2,54,73,21
915,Hugh Greenwood↗,5,5,10,1,0,0,2,0,0,0,4,2,0,1,2,31,38,21
916,Kayne Turner,4,5,9,4,1,1,1,0,0,2,0,0,0,0,0,45,51,21
917,Josh Goater,6,3,9,3,0,0,1,0,0,0,0,1,1,1,0,38,46,21
918,Paul Curtis,6,3,9,4,1,1,3,0,1,2,0,5,0,0,2,49,43,21
919,Darcy Tucker↙,2,4,6,1,1,0,0,0,0,0,1,1,1,0,0,23,25,21
920,Nick Larkey,2,3,5,2,2,0,0,0,0,0,0,1,0,1,1,28,39,21
921,Tom Green,15,19,34,6,0,0,4,0,0,7,7,9,1,2,3,110,100,22
922,Joshua Kelly,18,12,30,3,1,0,9,0,1,6,6,4,4,0,1,126,148,22
923,Lachlan Ash,20,10,30,5,0,0,1,0,0,0,0,3,9,0,0,99,94,22
924,Stephen Coniglio,17,12,29,2,0,1,3,0,0,7,4,7,0,1,3,86,58,22
925,Lachie Whitfield,14,13,27,4,0,0,2,0,0,1,1,8,6,0,2,82,72,22
926,Nick Haynes,15,7,22,8,0,0,1,0,0,0,0,2,9,1,1,85,94,22
927,Isaac Cumming,15,7,22,5,0,0,0,0,0,3,0,4,6,0,0,74,74,22
928,Callan Ward,9,10,19,3,1,1,4,0,1,5,3,2,0,3,1,79,89,22
929,Daniel Lloyd,9,6,15,3,0,0,3,0,0,2,2,1,2,0,0,60,75,22
930,Brent Daniels,7,8,15,3,2,0,3,0,1,2,0,4,1,2,0,72,77,22
931,Connor Idun,6,8,14,4,0,0,1,0,0,0,1,2,5,0,1,47,63,22
932,Harry Rowston,7,7,14,3,0,0,3,0,0,4,2,2,0,0,0,56,55,22
933,Matthew Flynn,7,6,13,4,0,0,3,13,0,1,3,1,1,2,1,69,96,22
934,Sam Taylor,4,9,13,5,0,0,2,0,0,0,0,1,4,2,0,55,94,22
935,Finn Callaghan,5,8,13,4,0,0,1,0,1,2,0,2,1,1,0,48,37,22
936,Harrison Himmelberg,9,3,12,3,0,0,1,0,1,2,2,1,0,0,0,46,50,22
937,Jack Buckley,7,5,12,3,0,0,3,0,0,0,0,0,1,1,0,53,99,22
938,Cooper Hamilton↗,5,7,12,3,0,1,0,0,0,2,0,2,1,0,0,39,24,22
939,Jesse Hogan,6,3,9,4,2,0,1,4,0,2,0,3,0,2,1,55,44,22
940,Jake Riccardi,9,0,9,6,2,1,3,0,0,4,0,3,0,0,1,67,38,22
941,James Peatling,3,4,7,3,0,1,4,0,0,1,1,1,0,1,0,44,35,22
942,Toby Greene,3,2,5,2,1,0,0,0,1,2,0,1,0,0,1,22,40,22
943,Conor Stone↙,3,1,4,1,0,0,1,0,0,1,0,3,1,0,1,15,13,22
944,Patrick Cripps,17,25,42,4,0,2,1,0,0,6,13,7,2,1,3,111,112,22
945,Sam Docherty,22,17,39,10,1,0,0,0,0,4,2,7,3,0,0,136,87,22
946,Adam Cerra,12,16,28,3,0,0,1,0,0,5,5,2,2,4,1,82,96,22
947,Nic Newman,17,7,24,11,0,0,4,0,0,1,0,1,5,2,0,116,132,22
948,Adam Saad,15,8,23,4,0,0,4,0,0,5,0,1,4,0,0,89,128,22
949,Blake Acres,14,7,21,5,0,1,1,0,1,3,0,3,3,0,1,73,73,22
950,George Hewett,8,12,20,2,0,0,5,0,0,4,4,3,0,1,1,72,88,22
951,Jack Silvagni,13,6,19,9,1,0,1,0,1,4,0,2,0,1,0,89,88,22
952,Jacob Weitering,13,4,17,8,0,0,1,0,0,1,0,3,5,0,1,72,86,22
953,Charlie Curnow,11,6,17,7,2,3,0,0,1,5,1,1,0,0,1,78,107,22
954,Zac Fisher,10,7,17,1,0,0,0,0,0,1,0,4,3,1,2,42,48,22
955,Jesse Motlop,12,5,17,3,2,0,2,0,1,5,0,0,0,2,0,77,84,22
956,Mitch McGovern,11,4,15,4,0,0,4,0,0,1,0,3,3,0,0,69,76,22
957,Edward Curnow,10,3,13,0,0,2,1,0,1,1,3,0,0,0,0,42,50,22
958,Oliver Hollands,8,5,13,3,0,0,4,0,0,4,2,1,1,0,1,56,66,22
959,Marc Pittonet,4,8,12,1,0,0,0,24,0,1,4,2,0,1,1,53,67,22
960,Tom De Koning,4,8,12,2,0,1,1,22,0,1,4,3,2,0,1,58,79,22
961,Lewis Young,7,4,11,3,0,0,0,0,0,1,0,3,6,1,0,39,66,22
962,Lachlan Cowan,10,1,11,5,0,0,1,0,0,2,0,3,3,0,2,45,51,22
963,Corey Durdin,6,2,8,2,1,1,6,0,0,2,0,0,0,1,0,60,65,22
964,Harry McKay,5,2,7,4,0,1,1,0,0,2,0,3,0,2,2,32,35,22
965,Lochie O'Brien↙,4,3,7,4,0,1,1,0,0,1,0,3,1,0,0,35,21,22
966,Matt Owies↗,2,2,4,2,2,0,0,0,0,1,1,1,0,0,1,25,27,22
967,Brad Crouch,18,14,32,6,0,0,6,0,0,4,8,5,1,4,2,122,111,23
968,Mason Wood,21,6,27,11,1,0,3,0,2,6,2,8,3,1,3,118,134,23
969,Jack Sinclair,14,12,26,5,0,0,0,0,0,2,0,5,3,0,0,81,63,23
970,Sebastian Ross,15,9,24,5,0,0,9,0,0,5,4,3,3,3,0,117,104,23
971,Bradley Hill,11,12,23,4,1,0,1,0,0,4,2,3,0,0,2,73,62,23
972,Jade Gresham,14,9,23,7,1,1,0,0,1,6,2,9,0,1,1,86,63,23
973,Ryan Byrnes,12,11,23,6,0,1,5,0,0,1,0,3,3,1,0,98,93,23
974,Hunter Clark,7,14,21,2,0,0,3,0,1,2,3,3,1,1,1,65,80,23
975,Rowan Marshall,14,5,19,8,0,1,1,25,0,4,3,4,2,0,2,100,78,23
976,Callum Wilkie,15,4,19,13,0,0,2,0,0,1,0,2,3,0,0,100,104,23
977,Nasiah W-Milera,15,4,19,7,0,0,2,0,1,2,0,1,4,0,1,79,66,23
978,Jack Higgins,9,9,18,4,4,0,3,0,2,1,0,3,1,0,1,90,100,23
979,Liam Stocker,8,9,17,4,0,0,0,0,0,0,1,0,5,1,0,55,70,23
980,Jimmy Webster,10,6,16,4,0,0,0,0,0,0,1,1,1,0,0,54,51,23
981,Josh Battle,10,4,14,10,0,0,1,0,0,1,0,2,2,0,0,72,67,23
982,Marcus Windhager,5,9,14,5,1,0,1,0,0,1,1,2,0,1,0,59,55,23
983,Mitchito Owens,8,6,14,3,1,2,2,3,1,2,1,2,1,4,1,65,76,23
984,Mattaes Phillipou,4,10,14,2,0,1,1,0,0,0,1,2,0,0,1,40,51,23
985,Dougal Howard,11,2,13,7,0,0,1,0,0,0,0,2,3,0,2,56,66,23
986,Daniel Butler,11,2,13,2,4,0,2,0,1,6,0,1,1,0,0,75,71,23
987,Anthony Caminiti,6,2,8,2,1,1,5,0,1,2,0,2,0,3,1,55,65,23
988,Ben Paton↙,3,3,6,1,0,0,0,0,0,1,0,0,0,0,0,18,22,23
989,Zaine Cordy↗,1,0,1,1,0,0,1,4,1,1,0,0,0,0,0,14,14,23
990,Darcy Parish,17,18,35,7,1,0,2,0,0,5,4,3,4,1,1,120,82,23
991,Jake Kelly,15,14,29,11,0,0,0,0,0,0,0,3,5,3,0,109,110,23
992,Nicholas Martin,19,9,28,7,1,2,1,0,2,2,3,5,2,1,0,109,88,23
993,Massimo D'Ambrosio,17,10,27,8,0,0,2,0,1,3,0,3,5,0,2,97,98,23
994,Zachary Merrett,13,12,25,4,0,0,7,0,0,3,6,4,0,3,1,103,88,23
995,Andrew McGrath,12,12,24,6,0,0,1,0,0,0,2,2,5,0,1,79,93,23
996,Dylan Shiel,15,7,22,3,2,0,8,0,0,7,5,2,0,1,1,110,93,23
997,Will Setterfield,12,9,21,7,0,0,4,0,1,3,5,2,0,0,1,88,82,23
998,Jordan Ridley,17,4,21,14,0,0,3,0,0,0,0,7,4,1,4,102,96,23
999,Mason Redman,14,5,19,6,0,0,1,0,0,1,1,5,4,1,3,66,49,23
1000,Jye Caldwell,7,11,18,2,2,1,2,0,0,2,4,2,0,0,0,70,85,23
1001,Kyle Langford,13,4,17,7,1,0,1,0,0,0,0,3,4,1,1,76,73,23
1002,Dyson Heppell,6,10,16,5,0,0,4,0,1,0,0,5,1,1,2,64,49,23
1003,Jayden Laverde,10,6,16,9,0,0,0,0,0,1,1,2,1,0,0,69,49,23
1004,Sam Durham,9,7,16,7,0,0,2,0,0,1,1,0,0,0,0,70,66,23
1005,Archie Perkins,11,3,14,5,2,1,3,0,0,5,0,2,0,0,2,73,64,23
1006,Nick Hind↙,10,3,13,2,0,0,1,0,0,1,2,2,1,0,0,46,31,23
1007,Alwyn Davey,7,5,12,4,0,0,3,0,1,4,2,1,1,1,0,56,66,23
1008,Sam Weideman,6,5,11,4,0,0,2,5,1,3,2,2,0,2,0,55,62,23
1009,Harrison Jones↗,6,5,11,4,0,1,1,0,0,1,1,0,0,1,0,46,49,23
1010,Sam Draper,5,4,9,3,0,0,5,27,0,3,4,1,1,0,1,76,81,23
1011,Jake Stringer,5,3,8,1,1,0,1,0,1,2,0,2,0,1,0,35,33,23
1012,Jye Menzie,4,4,8,1,1,0,3,0,0,1,0,1,0,0,0,41,47,23
